phase,problem,setting,block,order,case_code,official_row_id,practice_run_no,parameters,sources,omni_sources,directional_sources,completed,cleared,misses,virtual_time_us,total_s,seconds_per_source,distance_m,movement_s,measurements,switches,measurement_s,switch_s,failed_clear_s,successful_clear_s,retries,duplicate_responses,max_action_ledger_error_s,wall_s,round_counters_recorded,sources_at_round_budget,maximum_rounds,end_reason,evidence,shared_known_measurements,shared_negative_cooldown_skips,source_interruptions,optical_fallback_calls,bracket_pair_cuts,active_measurements,certified_clears,omni_negative_cuts,packet_fallbacks,forced_continuations
screen,3,localization_weight=1.28,9,421,CXYX-4WUU-BYSJ-CDCJ,600,4728758765474031257,"{""localization_weight"": 1.28, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",11,11,0,1,11,1,3108894703,3108.894703,282.6267911818182,11464.47350518724,2292.8947010374477,128,118,640,118,3,55,0,0,4.938115978347923e-07,46.50135229199077,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-090856-1b64a896,25,,,0,0,8,5,0,,
screen,4,steps=1,9,422,W9KU-4RUE-BRPA-HC29,601,5339421434596282446,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 1, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",10,6,4,1,10,20,6207330254,6207.330254,620.7330254000001,21836.651309661844,4367.330261932369,292,270,1460,270,60,50,0,0,4.986276245233512e-07,53.5754384159809,True,3,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-090942-85b30502,8,6,0,20,0,4,4,,3,0
screen,4,share_limit=12,9,423,66QC-PKA4-ZFRN-SW3Y,602,4959739291916132343,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 12, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,12,4,1,16,0,3827423168,3827.423168,239.213948,14047.115838323134,2809.423167664627,159,143,795,143,0,80,0,0,4.692137736128643e-07,46.89423295902088,True,0,4,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-091036-39fc08b5,17,0,5,0,0,9,9,,0,0
screen,3,share_limit=0,9,424,ZBQV-95ZZ-D4F7-C2D4,603,305229570076169248,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 0, ""trial_radius"": 50.0}",12,12,0,1,12,0,3326618122,3326.618122,277.2181768333333,13293.090609451181,2658.618121890236,102,98,510,98,0,60,0,0,4.965235689269321e-07,45.81336616698536,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-091123-9f714275,0,,,0,0,9,5,0,,
screen,3,trial_radius=80,9,425,VH9U-USEV-2U65-GZ37,604,2059574169800366515,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 80}",16,16,0,1,16,0,2848458291,2848.458291,178.0286431875,10947.291438928029,2189.4582877856055,98,89,490,89,0,80,0,0,4.963375772604195e-07,45.29305862498586,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-091209-8059f937,24,,,0,0,3,7,1,,
screen,4,transverse_m=70,9,426,QUFV-SMDT-7KZR-S9WS,605,5572610737915049330,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 70, ""trial_radius"": 35.0}",15,3,12,1,15,0,6549999936,6549.999936,436.6666624,24199.999694119957,4839.999938823991,276,255,1380,255,0,75,0,0,4.892088583119403e-07,52.65756866699667,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-091255-1e002361,12,12,1,0,0,7,7,,0,0
screen,4,trial_radius=20,9,427,Y4KE-VPUP-67TX-QF9C,606,8220104065833891879,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 20}",11,3,8,1,11,0,6231494920,6231.49492,566.4995381818181,22502.474610426754,4500.4949220853505,283,261,1415,261,0,55,0,0,4.92274541130655e-07,53.55026820799685,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-091348-79d6911e,5,1,3,0,0,16,11,,0,0
screen,4,share_limit=2,9,428,BYCT-YKX4-24RG-QZ68,607,1802160719304201653,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 2, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",14,3,11,1,14,0,6420968005,6420.968005,458.64057178571426,23374.840015510927,4674.968003102185,283,261,1415,261,0,70,0,0,4.912522157951571e-07,53.08264187499299,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-091441-8331ad1c,12,10,3,0,1,12,6,,0,0
screen,3,trial_radius=65,9,429,NRTJ-3YVJ-GBUG-GN3E,608,6317524231137174482,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 65}",13,13,0,1,13,0,2850576305,2850.576305,219.2751003846154,10622.881523963228,2124.5763047926457,112,101,560,101,0,65,0,0,4.7214682297180843e-07,46.603863791999174,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-091535-37fa49e6,22,,,0,0,2,9,0,,
screen,3,trial_radius=20,9,430,8JRF-QQDZ-GSKP-G8JB,609,475496458243943098,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 20}",10,10,0,1,10,0,3095669545,3095.669545,309.5669545,11238.347713948498,2247.6695427897,135,123,675,123,0,50,0,0,4.865702862844046e-07,45.80911370800459,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-091621-08df2c6f,13,,,0,0,12,10,1,,
screen,4,transverse_m=100,9,431,BUGT-CZJN-3KTD-9S84,610,8346515516392863705,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 100, ""trial_radius"": 35.0}",11,2,9,1,11,0,5739363042,5739.363042,521.7602765454545,20551.815207903273,4110.363041580655,266,244,1330,244,0,55,0,0,4.924631440417215e-07,51.352451749989996,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-091707-8e06cc45,25,1,2,0,0,7,8,,0,0
screen,4,share_cooldown=0,9,432,9DAW-NCUR-GT8S-9DNG,611,1563694670761529922,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,8,7,1,15,0,5915866880,5915.86688,394.3911253333333,22024.334416930553,4404.86688338611,243,221,1215,221,0,75,0,0,4.91689824855257e-07,50.99690754202311,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-091759-980ec198,26,0,1,0,0,5,10,,0,0
screen,3,remainder_weight=0.5,9,433,5R95-HTFR-WZR7-MN6M,612,1781639497744873392,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 0.5, ""share_limit"": 6, ""trial_radius"": 50.0}",14,14,0,1,14,0,3275492219,3275.492219,233.96372992857144,12382.461106317221,2476.492221263444,123,114,615,114,0,70,0,0,4.92900028348231e-07,47.516269250016194,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-091850-bfd17abe,25,,,0,0,4,6,2,,
screen,4,fraction=0.05,9,434,TGDE-AHY9-HCCQ-6UQ9,613,98449688092251083,"{""fraction"": 0.05, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",10,0,10,1,10,0,6170637048,6170.637048,617.0637048,21363.185233106615,4272.637046621323,312,288,1560,288,0,50,0,0,4.990628497125726e-07,53.50069537499803,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-091938-74e341e5,15,7,3,0,0,15,6,,0,0
screen,4,pause_limit=0,9,435,PJH3-NSGR-AJX8-24SE,614,7535901312578957500,"{""fraction"": 0.15, ""pause_limit"": 0, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,8,7,1,15,0,6006159651,6006.159651,400.41064339999997,22180.798268633906,4436.1596537267815,253,230,1265,230,0,75,0,0,4.826380575195799e-07,51.82980595799745,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-092032-1f1a5979,16,1,0,0,0,9,8,,0,8
screen,4,transverse_m=10,9,436,FQQ7-BXNW-8EUF-ZWAS,615,738802310650481778,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 10, ""trial_radius"": 35.0}",10,4,6,1,10,0,6368251283,6368.251283,636.8251283,22231.256402034396,4446.251280406879,316,292,1580,292,0,50,0,0,4.856766366856391e-07,57.654720666992944,True,0,5,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-092124-f40fae7c,6,2,3,0,0,14,7,,0,0
screen,4,pause_limit=8,9,437,XEYU-776M-JC6A-QVAV,616,4336589429806775951,"{""fraction"": 0.15, ""pause_limit"": 8, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,3,13,1,16,0,6072024574,6072.024574,379.501535875,21610.122870358224,4322.024574071645,282,260,1410,260,0,80,0,0,4.977887826385086e-07,53.95707862501149,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-092221-61e73382,12,5,2,0,0,23,13,,0,0
screen,4,share_limit=0,9,438,JEYH-4PFB-85JM-XUCR,617,5895563994854772171,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 0, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,10,5,1,15,0,6146616936,6146.616936,409.7744624,23868.084685829508,4773.616937165902,220,198,1100,198,0,75,0,0,4.988983590692442e-07,51.49431312500383,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-092316-6dd5dd25,0,0,5,0,0,13,9,,0,0
screen,4,steps=3,9,439,JH9C-QMN3-QQXY-DXMW,618,1049866752158923487,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 3, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",15,9,6,1,15,0,5640353641,5640.353641,376.02357606666664,21391.76819366133,4278.353638732266,218,197,1090,197,0,75,0,0,4.929441530521217e-07,50.64587329200003,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-092407-3904fa5b,27,7,3,0,0,5,11,,0,0
screen,4,steps=4,9,440,46AU-B7EB-W7YH-RD4H,619,4829287639370268441,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 4, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",12,7,5,1,12,0,6224713920,6224.71392,518.72616,22563.56959709817,4512.713919419633,279,257,1395,257,0,60,0,0,4.8345088998758e-07,53.750143542012665,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-092458-d2e8b267,7,1,2,0,0,7,9,,0,0
screen,3,share_limit=12,9,441,4D77-7MC9-UFPR-48RJ,620,5639517379823506830,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 12, ""trial_radius"": 50.0}",14,14,0,1,14,0,2803199799,2803.199799,200.22855707142858,10760.99898767547,2152.199797535094,98,91,490,91,0,70,0,0,4.951812684339529e-07,46.310793709009886,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-092552-24eff646,24,,,0,0,4,9,1,,
screen,3,share_limit=2,9,442,H9ND-G5N7-PR9M-RP5Q,621,136239113114246997,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 2, ""trial_radius"": 50.0}",10,10,0,1,10,2,2937527889,2937.527889,293.7527889,10602.639444946859,2120.5278889893716,128,121,640,121,6,50,0,0,4.3282207684569585e-07,48.31987558299443,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-092638-3d262329,8,,,0,0,5,9,2,,
screen,4,trial_radius=50,9,443,VNTT-UXUN-VFBY-HYTP,622,1739244693328912796,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 50}",11,1,10,1,11,0,6320646991,6320.646991,574.6042719090909,21993.234950682243,4398.646990136449,315,292,1575,292,0,55,0,0,4.87068348320463e-07,53.922215041005984,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-092727-1f3e8183,17,4,1,0,0,10,5,,0,0
screen,3,share_limit=20,9,444,2MCV-QMFE-2JHU-7F32,623,9128413793586548545,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 20, ""trial_radius"": 50.0}",10,10,0,1,10,0,2857498319,2857.498319,285.7498319,10342.49159894064,2068.498319788128,124,119,620,119,0,50,0,0,4.947059579762936e-07,46.65507570799673,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-092821-4648b449,8,,,0,0,4,5,0,,
screen,3,localization_weight=0.32,9,445,Y3V2-DDS6-P6QR-TX7V,624,8965559102461902565,"{""localization_weight"": 0.32, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",11,11,0,1,11,0,2720775897,2720.775897,247.34326336363637,9643.879474171765,1928.775894834353,124,117,620,117,0,55,0,0,4.798188086851951e-07,46.94327412499115,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-092908-f8b5e128,20,,,0,0,4,8,0,,
screen,3,remainder_weight=0,9,446,G2WF-ZB95-MXSN-9TZS,625,6656921806271128712,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 0, ""share_limit"": 6, ""trial_radius"": 50.0}",16,16,0,1,16,0,3221643067,3221.643067,201.3526916875,13303.215325787913,2660.6430651575824,81,76,405,76,0,80,0,0,4.958647821240447e-07,45.81427116700797,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-092955-bf200caf,15,,,0,0,9,7,1,,
screen,3,localization_weight=0.02,9,447,SWJG-P83S-XF4Z-2K4Q,626,3753245511795227564,"{""localization_weight"": 0.02, ""max_active"": 3, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",11,11,0,1,11,0,3016760921,3016.760921,274.2509928181818,11343.804612579725,2268.760922515945,117,108,585,108,0,55,0,0,4.935930348892725e-07,46.92499112500809,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-093041-322654af,11,,,0,0,7,8,0,,
screen,4,transverse_m=20,9,448,D6NA-F5V7-DJPP-2CVN,627,8753088635387162642,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 20, ""trial_radius"": 35.0}",10,6,4,1,10,1,6403884925,6403.884925,640.3884925,22789.42463104341,4557.884926208682,303,278,1515,278,3,50,0,0,4.866958178695313e-07,53.94127991600544,True,0,4,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-093128-339c5442,13,16,2,0,1,16,9,,0,0
screen,3,max_active=5,9,449,3K5X-M989-XGGC-X3FF,628,8828386599293644471,"{""localization_weight"": 0.08, ""max_active"": 5, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",10,10,0,1,10,0,3219325324,3219.325324,321.9325324,11931.626626526466,2386.325325305293,132,123,660,123,0,50,0,0,4.5388148350866686e-07,46.76212554200902,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-093222-e21f428a,14,,,0,0,4,3,2,,
screen,4,share_cooldown=800,9,450,ZCDP-DFEV-5E3Z-4ETK,629,8520640077131353556,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 800, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",11,7,4,1,11,0,6565236925,6565.236925,596.8397204545455,23846.18463615935,4769.23692723187,294,271,1470,271,0,55,0,0,4.637186918898806e-07,53.090386166993994,True,0,1,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-093309-e59b0131,11,32,3,0,0,9,6,,0,0
screen,4,pause_limit=24,9,451,Q48Q-D675-GBP9-QET7,630,9133757503790215185,"{""fraction"": 0.15, ""pause_limit"": 24, ""share_cooldown"": 150.0, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",12,8,4,1,12,0,6086690573,6086.690573,507.22421441666665,22358.452861105656,4471.690572221131,263,240,1315,240,0,60,0,0,4.980433345735946e-07,53.24380645900965,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-093403-a5c70575,21,5,5,0,0,10,7,,0,0
screen,4,share_limit=20,9,452,3VXX-R5AR-P7M6-BU7H,631,8911533880552308265,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 20, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",12,10,2,1,12,0,5923836178,5923.836178,493.6530148333333,21469.180889913496,4293.836177982699,265,245,1325,245,0,60,0,0,4.748982007640734e-07,53.267570875003,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-093456-3be10c49,11,2,2,0,0,7,7,,0,0
screen,4,share_cooldown=800,10,453,U68G-WB6W-JCZY-ZRZ8,632,1434329457827270617,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 800, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,2,11,1,13,1,6444532185,6444.532185,495.733245,23142.660915846478,4628.532183169295,295,273,1475,273,3,65,0,0,4.962767476968111e-07,54.372767875000136,True,0,3,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-093549-7181a3ac,6,44,4,0,0,15,11,,0,0
screen,4,share_cooldown=50,10,454,2B4P-AQ9U-56SD-B4BD,633,3332638503137436949,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 50, ""share_limit"": 6, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",16,3,13,1,16,0,5717141488,5717.141488,357.321343,21660.707453605108,4332.141490721022,221,200,1105,200,0,80,0,0,4.770366217599076e-07,51.474352958000964,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-093644-004c1f8a,31,2,2,0,0,16,12,,0,0
screen,3,remainder_weight=0.5,10,455,2S5B-S2JS-D7NB-VU2F,634,8653676067437604919,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 0.5, ""share_limit"": 6, ""trial_radius"": 50.0}",12,12,0,1,12,0,2873896617,2873.896617,239.49138474999998,10894.483083022755,2178.896616604551,107,100,535,100,0,60,0,0,4.197203935518701e-07,47.12664704199415,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-093736-a02fcb67,18,,,0,0,3,7,0,,
screen,4,share_limit=20,10,456,53XF-J8XR-FFG5-W8FR,635,1321268079143818395,"{""fraction"": 0.15, ""pause_limit"": 16, ""share_cooldown"": 150.0, ""share_limit"": 20, ""steps"": 10, ""transverse_m"": 40.0, ""trial_radius"": 35.0}",13,4,9,1,13,0,5844044583,5844.044583,449.54189099999996,21640.222937586394,4328.044587517279,245,226,1225,226,0,65,0,0,4.913730347055889e-07,53.031188500026474,True,0,2,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-093823-ea40ea66,22,19,2,0,0,15,11,,0,0
screen,3,remainder_weight=2,10,457,89MP-HUCG-PFWU-WZNF,636,6753160974085397706,"{""localization_weight"": 0.08, ""max_active"": 3, ""remainder_weight"": 2, ""share_limit"": 6, ""trial_radius"": 50.0}",12,12,0,1,12,2,2776481680,2776.48168,231.37347333333332,9497.408388647094,1899.4816777294188,136,131,680,131,6,60,0,0,4.7397701052886987e-07,47.77479774999665,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-093916-acd4a154,34,,,0,0,6,8,1,,
screen,3,max_active=5,10,458,7U6T-EBCG-BXCS-VMES,637,1543882566805697525,"{""localization_weight"": 0.08, ""max_active"": 5, ""remainder_weight"": 1.5, ""share_limit"": 6, ""trial_radius"": 50.0}",16,16,0,1,16,1,3096970636,3096.970636,193.56066475,11539.853167711162,2307.9706335422325,119,111,595,111,3,80,0,0,4.936855191317591e-07,47.86900095801684,False,,,user_exit,/Users/flower/math/2026/B题/B/experiments/runs/2026-09-13_official-sensitivity/host/auto_practice_evidence/20260913-094004-2deb0a05,27,,,0,0,9,9,3,,
