active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,cpu_s,discovered_channels,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,forced_continuations,inconsistent_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
18,0,True,,,,,,clustered__adversarial-spatial__108,clustered__adversarial-spatial,11,11,11,125,,,,0.13627000000000322,11,,,,,,0,6.416597170755267e-05,,,,,,112,peer_layout9_proxy,[],17402.56591707162,0,,0.0,,,,381.2284712727273,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,3,108,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,98,4193.513184,,,,0.13635366596281528
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__108,clustered__adversarial-spatial,11,13,11,118,,,,0.021321000000000367,11,0,2,,,,0,5.46250375919044e-05,,18,0,,,103,clearance7,[],9133.723223636023,0,119.4353061151824,0.0,11,,,227.34042236363638,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,3,108,13,,5,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,98,2500.744646,,,,0.021332999982405454
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__108,clustered__adversarial-spatial,11,13,11,118,1.0,,,0.020960999999999785,11,0,2,False,,,0,7.658405229449272e-05,,18,0,,,103,area_return1_7,[],9113.31668334056,0,118.00994266230134,0.0,11,,,226.9693941818182,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,3,108,13,,5,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,98,2496.663336,,,True,0.020960874971933663
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__108,clustered__adversarial-spatial,10,13,11,116,1.0,,,0.022573000000001286,11,1,3,True,,,0,6.36249897070229e-05,,18,0,,,101,expanded_area_return1_7,[],9233.250599215069,0,101.05201515225924,0.0,10,,,227.78637445454544,"[2, 3, 4, 5, 6, 7, 9, 13, 17, 19, 20]",,3,108,11,,4,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,93,2505.650119,,,True,0.022589041967876256
19,0,True,,,,,,clustered__adversarial-spatial__109,clustered__adversarial-spatial,12,12,12,129,,,,0.15791600000000017,12,,,,,,0,5.933298962190747e-05,,,,,,115,peer_layout9_proxy,[],16044.777405426448,0,,0.0,,,,328.7462904166667,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,3,109,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,101,3944.955485,,,,0.15803233301267028
4,0,True,0,0,0,0,0,clustered__adversarial-spatial__109,clustered__adversarial-spatial,10,14,12,114,,,,0.020121999999993534,12,2,4,,,,0,6.200000643730164e-05,,19,0,,,98,clearance7,[],9247.111702187332,0,85.58328266039672,0.0,10,,,208.03519500000002,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,3,109,13,,4,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,91,2496.42234,,,,0.02014466602122411
4,0,True,0,0,0,0,0,clustered__adversarial-spatial__109,clustered__adversarial-spatial,10,14,12,114,1.0,,,0.019859000000003846,12,2,4,False,,,0,6.220804061740637e-05,,19,0,,,98,area_return1_7,[],9247.111702187332,0,85.58328266039672,0.0,10,,,208.03519500000002,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,3,109,13,,4,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,91,2496.42234,,,True,0.01986862503690645
4,0,True,0,0,0,0,0,clustered__adversarial-spatial__109,clustered__adversarial-spatial,11,14,12,113,1.0,,,0.02129899999999907,12,1,3,True,,,0,6.120797479525208e-05,,19,0,,,97,expanded_area_return1_7,[],9375.690728324988,0,91.17884617981025,0.0,11,,,209.8448455,"[2, 4, 5, 8, 9, 10, 14, 15, 16, 17, 19, 20]",,3,109,12,,4,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,92,2518.138146,,,True,0.021336750010959804
21,0,True,,,,,,clustered__adversarial-spatial__110,clustered__adversarial-spatial,13,13,13,122,,,,0.1698950000000039,13,,,,,,0,5.683401832357049e-05,,,,,,107,peer_layout9_proxy,[],19354.059918995776,0,,0.0,,,,350.98553723076924,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,3,110,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,92,4562.811984,,,,0.17003312497399747
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__110,clustered__adversarial-spatial,12,17,13,129,,,,0.030797000000006847,13,1,5,,,,0,5.991698708385229e-05,,20,0,,,110,clearance7,[],10586.606146266076,0,134.55755064928653,0.0,12,,,218.94778684615386,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,3,110,29,,1,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,102,2846.321229,,,,0.030804915993940085
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__110,clustered__adversarial-spatial,12,17,13,129,1.0,,,0.03054000000000201,13,1,5,False,,,0,6.82090176269412e-05,,20,0,,,110,area_return1_7,[],10586.606146266076,0,134.55755064928653,0.0,12,,,218.94778684615386,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,3,110,29,,1,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,102,2846.321229,,,True,0.030554208031389862
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__110,clustered__adversarial-spatial,11,18,13,130,1.0,,,0.03331500000000176,13,2,7,True,,,0,6.383401341736317e-05,,20,0,,,110,expanded_area_return1_7,[],10910.529674687445,0,111.52565543445944,0.0,11,,,224.161995,"[2, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20]",,3,110,28,,1,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,102,2914.105935,,,True,0.03334112500306219
29,0,True,,,,,,clustered__adversarial-spatial__111,clustered__adversarial-spatial,16,16,16,115,,,,0.2390450000000044,16,,,,,,0,6.945797940716147e-05,,,,,,97,peer_layout9_proxy,[],22952.52207437494,0,,0.0,,,,327.0940259375,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,3,111,,,,,,16,ordinary,9,full_coverage_and_all_discovered_cleared,78,5233.504415,,,,0.23925158299971372
3,0,True,0,0,0,0,0,clustered__adversarial-spatial__111,clustered__adversarial-spatial,14,19,16,164,,,,0.03328499999999934,16,2,5,,,,0,6.049999501556158e-05,,22,1,,,143,clearance7,[],8194.278377786544,0,192.51059926212335,0.0,14,,,161.1159798125,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,3,111,44,,1,,,16,ordinary,6,public_upper_bound_16,135,2577.855677,,,,0.03329670801758766
3,0,True,0,0,0,0,0,clustered__adversarial-spatial__111,clustered__adversarial-spatial,14,19,16,164,1.0,,,0.03352699999999942,16,2,5,False,,,0,8.470896864309907e-05,,22,1,,,143,area_return1_7,[],8194.278377786544,0,192.51059926212335,0.0,14,,,161.1159798125,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,3,111,44,,1,,,16,ordinary,6,public_upper_bound_16,135,2577.855677,,,True,0.03355233301408589
3,0,True,0,0,0,0,0,clustered__adversarial-spatial__111,clustered__adversarial-spatial,14,19,16,164,1.0,,,0.033239000000001795,16,2,5,True,,,0,8.475000504404306e-05,,22,1,,,143,expanded_area_return1_7,[],8194.278377786544,0,192.51059926212335,0.0,14,,,161.1159798125,"[2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20]",,3,111,44,,1,,,16,ordinary,6,public_upper_bound_16,135,2577.855677,,,True,0.03325470897834748
22,0,True,,,,,,clustered__adversarial-spatial__112,clustered__adversarial-spatial,13,13,13,133,,,,0.18068699999999893,13,,,,,,0,7.766601629555225e-05,,,,,,118,peer_layout9_proxy,[],17839.39753986662,0,,0.0,,,,332.83688538461536,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,3,112,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,104,4326.87951,,,,0.18077783298213035
9,0,True,0,0,0,0,0,clustered__adversarial-spatial__112,clustered__adversarial-spatial,10,19,13,157,,,,0.024109000000002823,13,3,9,,,,0,5.804200191050768e-05,,20,0,,,136,clearance7,[],10505.985518646528,0,97.23993216370154,0.0,10,,,230.09208492307692,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,3,112,18,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,127,2991.197104,,,,0.02410954103106633
9,0,True,0,0,0,0,0,clustered__adversarial-spatial__112,clustered__adversarial-spatial,10,19,13,157,1.0,,,0.023944000000000187,13,3,9,False,,,0,6.991700502112508e-05,,20,0,,,136,area_return1_7,[],10505.985518646528,0,97.23993216370154,0.0,10,,,230.09208492307692,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,3,112,18,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,127,2991.197104,,,True,0.02394604100845754
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__112,clustered__adversarial-spatial,11,18,13,155,1.0,,,0.02649799999999658,13,2,7,True,,,0,8.062500273808837e-05,,20,0,,,135,expanded_area_return1_7,[],10358.886767615691,0,106.09992583180221,0.0,11,,,227.1367193846154,"[1, 4, 6, 7, 8, 9, 10, 12, 14, 15, 16, 17, 19]",,3,112,18,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,126,2952.777352,,,True,0.02650754200294614
21,0,True,,,,,,clustered__adversarial-spatial__113,clustered__adversarial-spatial,10,10,10,142,,,,0.17371799999999382,10,,,,,,0,6.829202175140381e-05,,,,,,130,peer_layout9_proxy,[],18985.856890136638,0,,0.0,,,,461.0171379,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,3,113,,,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,113,4610.171379,,,,0.17382274998817593
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__113,clustered__adversarial-spatial,9,14,10,161,,,,0.02436800000000261,10,1,5,,,,0,5.9333979152143e-05,,17,0,,,145,clearance7,[],8528.607392857573,0,122.54604939912862,0.0,9,,,263.17214789999997,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,3,113,12,,2,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,139,2631.721479,,,,0.024403874995186925
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__113,clustered__adversarial-spatial,9,14,10,161,1.0,,,0.02453299999999814,10,1,5,False,,,0,9.44170169532299e-05,,17,0,,,145,area_return1_7,[],8528.607392857573,0,122.54604939912862,0.0,9,,,263.17214789999997,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,3,113,12,,2,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,139,2631.721479,,,True,0.024576707975938916
3,0,True,0,0,0,0,0,clustered__adversarial-spatial__113,clustered__adversarial-spatial,9,12,10,155,1.0,,,0.021921999999996444,10,1,3,True,,,0,8.566700853407383e-05,,17,0,,,141,expanded_area_return1_7,[],8631.159922661316,0,115.41451029282635,0.0,9,,,262.22319830000004,"[1, 2, 3, 5, 7, 8, 9, 12, 16, 19]",,3,113,12,,3,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,135,2622.231983,,,True,0.021934417018201202
20,0,True,,,,,,clustered__adversarial-spatial__114,clustered__adversarial-spatial,11,11,11,160,,,,0.17520099999999417,11,,,,,,0,6.991700502112508e-05,,,,,,147,peer_layout9_proxy,[],18769.84382678694,0,,0.0,,,,425.17897872727275,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,3,114,,,,,,11,ordinary,9,full_coverage_and_all_discovered_cleared,133,4676.968766,,,,0.17530316702323034
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__114,clustered__adversarial-spatial,11,14,11,158,,,,0.02062699999999751,11,0,3,,,,0,7.862498750910163e-05,,18,0,,,142,clearance7,[],9328.610968757877,0,84.48518620690369,0.0,11,,,251.97474454545454,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,3,114,18,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,132,2771.72219,,,,0.02063600003020838
6,0,True,0,0,0,0,0,clustered__adversarial-spatial__114,clustered__adversarial-spatial,11,14,11,158,1.0,,,0.020482999999998697,11,0,3,False,,,0,7.54580250941217e-05,,18,0,,,142,area_return1_7,[],9328.610968757877,0,84.48518620690369,0.0,11,,,251.97474454545454,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,3,114,18,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,132,2771.72219,,,True,0.020526542037259787
5,0,True,0,0,0,0,0,clustered__adversarial-spatial__114,clustered__adversarial-spatial,10,13,11,154,1.0,,,0.022144000000004382,11,1,3,True,,,0,7.320899749174714e-05,,18,0,,,139,expanded_area_return1_7,[],9402.619952186778,0,84.68468646726684,0.0,10,,,251.32036281818182,"[2, 3, 4, 5, 8, 9, 11, 13, 14, 18, 19]",,3,114,16,,0,,,11,ordinary,7,full_coverage_and_all_discovered_cleared,128,2764.523991,,,True,0.022161500004585832
19,0,True,,,,,,clustered__adversarial-spatial__115,clustered__adversarial-spatial,12,12,12,169,,,,0.1575069999999954,12,,,,,,0,6.716599455103278e-05,,,,,,155,peer_layout9_proxy,[],17293.246027560064,0,,0.0,,,,369.7207673333333,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,3,115,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,143,4436.649208,,,,0.15759479196276516
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__115,clustered__adversarial-spatial,10,16,12,142,,,,0.022840999999999667,12,2,6,,,,0,7.72500061430037e-05,,19,0,,,124,clearance7,[],10401.175630220223,0,103.0226584702611,0.0,10,,,240.51959391666665,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,3,115,18,,1,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,114,2886.235127,,,,0.022922541946172714
8,0,True,0,0,0,0,0,clustered__adversarial-spatial__115,clustered__adversarial-spatial,10,16,12,142,1.0,,,0.0221429999999998,12,2,6,False,,,0,7.150002056732774e-05,,19,0,,,124,area_return1_7,[],10374.019707320664,0,101.51724113790023,0.0,10,,,240.06699525,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,3,115,18,,1,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,114,2880.803943,,,True,0.022144291957374662
9,0,True,0,0,0,0,0,clustered__adversarial-spatial__115,clustered__adversarial-spatial,10,18,12,155,1.0,,,0.02534700000000356,12,2,8,True,,,0,6.72080204822123e-05,,19,0,,,135,expanded_area_return1_7,[],10589.034937243232,0,75.43457488507289,0.0,10,,,249.90058241666668,"[4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 18, 19]",,3,115,27,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,128,2998.806989,,,True,0.025371291965711862
27,0,True,,,,,,clustered__adversarial-spatial__116,clustered__adversarial-spatial,16,16,16,104,,,,0.22113099999999974,16,,,,,,0,7.420801557600498e-05,,,,,,86,peer_layout9_proxy,[],16463.893416078423,0,,0.0,,,,242.1736678125,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",,3,116,,,,,,16,ordinary,4,public_upper_bound_16,72,3874.778685,,,,0.22137320804176852
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__116,clustered__adversarial-spatial,11,20,16,182,,,,0.03062500000000057,16,5,9,,,,0,5.9165991842746735e-05,,21,2,,,160,clearance7,[],10394.588629300779,0,135.11291917135108,0.0,11,,,195.3698579375,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",,3,116,56,,0,,,16,ordinary,5,public_upper_bound_16,155,3125.917727,,,,0.03066345799015835
7,0,True,0,0,0,0,0,clustered__adversarial-spatial__116,clustered__adversarial-spatial,11,20,16,182,1.0,,,0.030434999999997103,16,5,9,False,,,0,9.516696445643902e-05,,21,2,,,160,area_return1_7,[],10394.588629300779,0,135.11291917135108,0.0,11,,,195.3698579375,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",,3,116,56,,0,,,16,ordinary,5,public_upper_bound_16,155,3125.917727,,,True,0.030443084018770605
13,0,True,0,0,0,0,0,clustered__adversarial-spatial__116,clustered__adversarial-spatial,14,25,16,203,1.0,,,0.03933699999999618,16,2,11,True,,,0,8.808303391560912e-05,,21,2,,,176,expanded_area_return1_7,[],10636.311914396132,0,140.01514267226318,0.0,14,,,205.266399,"[1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20]",,3,116,66,,0,,,16,ordinary,5,public_upper_bound_16,170,3284.262384,,,True,0.0393490829737857
18,0,True,,,,,,boundary_outward__n10__positive,boundary_outward,10,10,10,169,,,,0.17215400000000614,10,,,,,,0,8.354103192687035e-05,,,,,,157,peer_layout9_proxy,[],17048.964596674152,0,,0.0,,,,439.07929219999994,"[2, 3, 6, 8, 12, 13, 15, 16, 17, 20]",,3,2342,,,,,,10,stress,9,full_coverage_and_all_discovered_cleared,146,4390.792922,,,,0.17226625001057982
19,0,True,0,0,0,0,0,boundary_outward__n10__positive,boundary_outward,10,18,10,164,,,,0.02553599999999534,10,0,8,,,,0,7.43329874239862e-05,,17,0,,,144,clearance7,[],17318.578643916167,0,72.50518944377592,0.0,10,,,438.87157289999993,"[2, 3, 6, 8, 12, 13, 15, 16, 17, 20]",,3,2342,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4388.715729,,,,0.025551291997544467
20,0,True,0,0,0,0,0,boundary_outward__n10__positive,boundary_outward,10,18,10,165,1.0,,,0.026324999999999932,10,0,8,False,,,0,7.345800986513495e-05,,17,0,,,145,area_return1_7,[],16600.104602691434,0,84.81093733654238,0.0,10,,,425.002092,"[2, 3, 6, 8, 12, 13, 15, 16, 17, 20]",,3,2342,10,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,131,4250.02092,,,True,0.02633925003465265
16,0,True,0,0,0,0,0,boundary_outward__n10__positive,boundary_outward,9,16,10,160,1.0,,,0.03321199999999891,10,1,7,True,,,0,7.300003198906779e-05,,17,0,,,142,expanded_area_return1_7,[],16526.934382561725,0,30.703287731966036,0.0,9,,,421.23868780000004,"[2, 3, 6, 8, 12, 13, 15, 16, 17, 20]",,3,2342,11,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,129,4212.386878,,,True,0.033214792027138174
16,0,True,,,,,,boundary_outward__n10__negative,boundary_outward,10,10,10,167,,,,0.15408699999999698,10,,,,,,0,7.341703167185187e-05,,,,,,155,peer_layout9_proxy,[],16960.485438576634,0,,0.0,,,,436.30970909999996,"[2, 3, 6, 8, 12, 13, 15, 16, 17, 20]",,3,2343,,,,,,10,stress,9,full_coverage_and_all_discovered_cleared,146,4363.097091,,,,0.1541760410182178
19,0,True,0,0,0,0,0,boundary_outward__n10__negative,boundary_outward,8,18,10,162,,,,0.02487299999999948,10,2,10,,,,0,6.083300104364753e-05,,17,0,,,142,clearance7,[],17344.16819935922,0,64.6794646551056,0.0,8,,,437.9833643,"[2, 3, 6, 8, 12, 13, 15, 16, 17, 20]",,3,2343,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,127,4379.833643,,,,0.02487229194957763
18,0,True,0,0,0,0,0,boundary_outward__n10__negative,boundary_outward,8,18,10,161,1.0,,,0.02353300000000047,10,2,10,False,,,0,7.420900510624051e-05,,17,0,,,141,area_return1_7,[],16543.64395565142,0,53.52256390671887,0.0,8,,,421.47287939999995,"[2, 3, 6, 8, 12, 13, 15, 16, 17, 20]",,3,2343,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,127,4214.728794,,,True,0.0235370000009425
14,0,True,0,0,0,0,0,boundary_outward__n10__negative,boundary_outward,8,15,10,154,1.0,,,0.030509000000002118,10,2,7,True,,,0,7.375003769993782e-05,,17,0,,,137,expanded_area_return1_7,[],16450.579126158962,0,32.51211540429699,0.0,8,,,416.5115826,"[2, 3, 6, 8, 12, 13, 15, 16, 17, 20]",,3,2343,8,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,125,4165.115826,,,True,0.03052849997766316
18,0,True,,,,,,boundary_outward__n10__spatial,boundary_outward,10,10,10,169,,,,0.17552100000000337,10,,,,,,0,6.704102270305157e-05,,,,,,157,peer_layout9_proxy,[],17106.894050406325,0,,0.0,,,,440.2378812,"[2, 3, 6, 8, 12, 13, 15, 16, 17, 20]",,3,2344,,,,,,10,stress,9,full_coverage_and_all_discovered_cleared,146,4402.378812,,,,0.17561779101379216
23,0,True,0,0,0,0,0,boundary_outward__n10__spatial,boundary_outward,9,19,10,168,,,,0.028856999999995026,10,1,10,,,,0,6.7666987888515e-05,,17,0,,,147,clearance7,[],17445.164973188665,0,111.22557448222156,0.0,9,,,443.00329949999997,"[2, 3, 6, 8, 12, 13, 15, 16, 17, 20]",,3,2344,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,129,4430.032995,,,,0.02889316703658551
21,0,True,0,0,0,0,0,boundary_outward__n10__spatial,boundary_outward,9,18,10,165,1.0,,,0.026913999999997884,10,1,9,False,,,0,7.60830007493496e-05,,17,0,,,145,area_return1_7,[],16618.228159570226,0,109.17617286371524,0.0,9,,,425.1645632,"[2, 3, 6, 8, 12, 13, 15, 16, 17, 20]",,3,2344,9,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,129,4251.645632,,,True,0.02693024999462068
19,0,True,0,0,0,0,0,boundary_outward__n10__spatial,boundary_outward,8,16,10,164,1.0,,,0.04432400000000314,10,2,8,True,,,0,7.9624995123595e-05,,17,0,,,146,expanded_area_return1_7,[],16511.948548090146,0,83.32957486794076,0.0,8,,,423.3389712,"[2, 3, 6, 8, 12, 13, 15, 16, 17, 20]",,3,2344,12,,0,,,10,stress,7,full_coverage_and_all_discovered_cleared,133,4233.389712,,,True,0.044357749982737005
23,0,True,,,,,,boundary_outward__n13__positive,boundary_outward,13,13,13,167,,,,0.21694699999999756,13,,,,,,0,8.404202526435256e-05,,,,,,152,peer_layout9_proxy,[],18195.094812787363,0,,0.0,,,,354.0783816923077,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,2345,,,,,,13,stress,9,full_coverage_and_all_discovered_cleared,139,4603.018962,,,,0.21713933302089572
19,0,True,0,0,0,0,0,boundary_outward__n13__positive,boundary_outward,12,24,13,165,,,,0.028115999999997143,13,1,12,,,,0,7.091701263561845e-05,,20,0,,,139,clearance7,[],18100.591159500596,0,75.57858642582032,0.0,12,,,349.62447930769235,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,2345,11,,0,,,13,stress,7,full_coverage_and_all_discovered_cleared,132,4545.118231,,,,0.02811574999941513
19,0,True,0,0,0,0,0,boundary_outward__n13__positive,boundary_outward,12,24,13,164,1.0,,,0.027549999999997965,13,1,12,False,,,0,7.504195673391223e-05,,20,0,,,138,area_return1_7,[],18080.980419981366,0,72.04959165531413,0.0,12,,,348.9381603076923,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,2345,10,,0,,,13,stress,7,full_coverage_and_all_discovered_cleared,132,4536.196084,,,True,0.02756183297606185
17,0,True,0,0,0,0,0,boundary_outward__n13__positive,boundary_outward,13,24,13,162,1.0,,,0.03193700000000632,13,0,11,True,,,0,7.275003008544445e-05,,20,0,,,136,expanded_area_return1_7,[],18110.19952050587,0,60.2403093452132,0.0,13,,,348.464608,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,2345,10,,0,,,13,stress,7,full_coverage_and_all_discovered_cleared,130,4530.039904,,,True,0.0319440410239622
20,0,True,,,,,,boundary_outward__n13__negative,boundary_outward,13,13,13,164,,,,0.1835930000000019,13,,,,,,0,6.995804142206907e-05,,,,,,149,peer_layout9_proxy,[],18045.879374039418,0,,0.0,,,,350.6289133846154,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,2346,,,,,,13,stress,9,full_coverage_and_all_discovered_cleared,139,4558.175874,,,,0.1837114579975605
14,0,True,0,0,0,0,0,boundary_outward__n13__negative,boundary_outward,9,21,13,158,,,,0.025558000000003744,13,4,12,,,,0,6.704096449539065e-05,,20,0,,,135,clearance7,[],18003.54048320195,0,63.56099505953836,0.0,9,,,345.5160073846154,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,2346,12,,0,,,13,stress,7,full_coverage_and_all_discovered_cleared,127,4491.708096,,,,0.025602874986361712
14,0,True,0,0,0,0,0,boundary_outward__n13__negative,boundary_outward,9,21,13,158,1.0,,,0.025339999999999918,13,4,12,False,,,0,7.633300265297294e-05,,20,0,,,135,area_return1_7,[],18003.54048320195,0,63.56099505953836,0.0,9,,,345.5160073846154,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,2346,12,,0,,,13,stress,7,full_coverage_and_all_discovered_cleared,127,4491.708096,,,True,0.025350833020638674
11,0,True,0,0,0,0,0,boundary_outward__n13__negative,boundary_outward,11,18,13,151,1.0,,,0.030153999999996017,13,2,7,True,,,0,8.145900210365653e-05,,20,0,,,131,expanded_area_return1_7,[],18011.14883426067,0,62.640667435319784,0.0,11,,,342.94075130769227,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,2346,11,,0,,,13,stress,7,full_coverage_and_all_discovered_cleared,121,4458.229767,,,True,0.030175457999575883
21,0,True,,,,,,boundary_outward__n13__spatial,boundary_outward,13,13,13,165,,,,0.19809500000000213,13,,,,,,0,6.754201604053378e-05,,,,,,150,peer_layout9_proxy,[],18144.98701114204,0,,0.0,,,,352.5382617692308,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,2347,,,,,,13,stress,9,full_coverage_and_all_discovered_cleared,139,4582.997403,,,,0.19824016699567437
16,0,True,0,0,0,0,0,boundary_outward__n13__spatial,boundary_outward,12,21,13,160,,,,0.027081000000002575,13,1,9,,,,0,7.045798702165484e-05,,20,0,,,137,clearance7,[],18074.260687889524,0,135.15947953251867,0.0,12,,,347.68093353846155,"[3, 4, 5, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,2347,12,,0,,,13,stress,7,full_coverage_and_all_discovered_cleared,131,4519.852136,,,,0.02708320796955377
