active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,failure,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_batch_screens,historical_cache_evictions,historical_exact_clip_calls,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_max_cover_radius,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,wall_s
15,1,True,0,15,2,2,0,edge__smooth__68,edge__smooth,13,16,15,15,302,bounded_transverse_width,,base,0,0.05379699999999943,15,,0,0,,False,0,first,,0,,0,8,1094,0,0,0,16,5,51,0,3,3,285,history_first8_width015,[],24139.012543219244,0,0.0,False,0,439.2535004666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,15,2,4,5,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,261,6588.802507,40.0,constant,0.053874958015512675
15,1,True,0,15,2,2,0,edge__smooth__68,edge__smooth,13,16,15,15,302,bounded_transverse_width,,base,0,0.05811399999999978,15,,0,0,,False,0,recent,,0,,0,8,1094,0,0,0,16,5,51,0,3,3,285,history_recent8_width015,[],24139.012543219244,0,0.0,False,0,439.2535004666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,15,2,4,5,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,261,6588.802507,40.0,constant,0.05816287500783801
15,1,True,0,15,2,2,0,edge__smooth__68,edge__smooth,13,16,15,15,302,bounded_transverse_width,,base,0,0.0786920000000002,15,,0,0,,False,0,ends,,0,,0,16,3762,1,1,0,16,5,51,0,3,3,285,history_ends16_width015,[],24137.73703164944,0,0.0,False,0,439.23649366666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,15,2,4,5,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,261,6588.547405,40.0,constant,0.07874233298934996
18,2,True,0,18,2,2,0,edge__smooth__68,edge__smooth,13,11,15,15,301,bounded_transverse_width,,arc,53,0.06742000000000203,15,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,1913,0,0,0,11,7,0,0,3,2,284,history_arc8_width015,[],23087.36197850639,0,0.0,False,0,424.9648262666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,4,7,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,262,6374.472394,40.0,constant,0.06748966698069125
17,5,True,0,17,4,5,1,edge__smooth__68,edge__smooth,11,33,16,15,285,bounded_transverse_width,,locked,50,0.06560399999999689,15,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,1543,7,4,0,33,5,0,0,4,3,267,history_locked8_width015,[],22000.9611278116,0,0.0,False,0,403.4128152,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,13,24,21,5,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,238,6051.192228,40.0,constant,0.06562395900255069
15,1,True,0,15,2,2,0,edge__smooth__68,edge__smooth,13,16,15,15,302,bounded_transverse_width,,base,0,0.049983000000001,15,,0,0,,False,0,first,1070,0,14,0,8,1094,0,0,0,16,5,51,0,3,3,285,batch_history_first8_width015,[],24139.012543219244,0,0.0,False,0,439.2535004666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,15,2,4,5,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,261,6588.802507,40.0,constant,0.05004537501372397
15,1,True,0,15,2,2,0,edge__smooth__68,edge__smooth,13,16,15,15,302,bounded_transverse_width,,base,0,0.05479500000000215,15,,0,0,,False,0,recent,1067,0,19,0,8,1094,0,0,0,16,5,51,0,3,3,285,batch_history_recent8_width015,[],24139.012543219244,0,0.0,False,0,439.2535004666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,15,2,4,5,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,261,6588.802507,40.0,constant,0.05484212498413399
15,1,True,0,15,2,2,0,edge__smooth__68,edge__smooth,13,16,15,15,302,bounded_transverse_width,,base,0,0.06444700000000125,15,,0,0,,False,0,ends,3779,0,11,0,16,3762,1,1,0,16,5,51,0,3,3,285,batch_history_ends16_width015,[],24137.73703164944,0,0.0,False,0,439.23649366666666,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,15,2,4,5,29,15,ordinary,22,full_coverage_and_all_discovered_cleared,261,6588.547405,40.0,constant,0.0644769580103457
18,2,True,0,18,2,2,0,edge__smooth__68,edge__smooth,13,11,15,15,301,bounded_transverse_width,,arc,53,0.06018100000000004,15,cached_distance_prefix_sum,0,0,,False,0,ends,1886,0,9,0,8,1913,0,0,0,11,7,0,0,3,2,284,batch_history_arc8_width015,[],23087.36197850639,0,0.0,False,0,424.9648262666667,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,0.5,15,4,7,7,31,15,ordinary,22,full_coverage_and_all_discovered_cleared,262,6374.472394,40.0,constant,0.06024212500778958
17,5,True,0,17,4,5,1,edge__smooth__68,edge__smooth,11,33,16,15,285,bounded_transverse_width,,locked,50,0.05955200000000005,15,cached_distance_prefix_sum,0,0,,True,0,ends,1524,0,38,0,8,1543,7,4,0,33,5,0,0,4,3,267,batch_history_locked8_width015,[],22000.9611278116,0,0.0,False,0,403.4128152,"[2, 4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20]",30.0,4,68,1.0,13,24,21,5,28,15,ordinary,22,full_coverage_and_all_discovered_cleared,238,6051.192228,40.0,constant,0.05957425001543015
14,3,True,0,14,3,4,0,edge__smooth__69,edge__smooth,12,29,16,15,300,bounded_transverse_width,,base,0,0.05110599999999721,15,,0,0,,False,0,first,,0,,0,8,1183,1,1,0,29,1,48,0,4,3,282,history_first8_width015,[],22405.233409284985,0,0.0,False,0,415.0697786,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,17,4,4,1,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,257,6226.046679,40.0,constant,0.051180833019316196
14,3,True,0,14,3,4,0,edge__smooth__69,edge__smooth,12,29,16,15,300,bounded_transverse_width,,base,0,0.05690500000000043,15,,0,0,,False,0,recent,,0,,0,8,1183,1,1,0,29,1,48,0,4,3,282,history_recent8_width015,[],22405.233409284985,0,0.0,False,0,415.0697786,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,17,4,4,1,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,257,6226.046679,40.0,constant,0.05694258300354704
14,3,True,0,14,3,4,0,edge__smooth__69,edge__smooth,12,29,16,15,300,bounded_transverse_width,,base,0,0.08631300000000053,15,,0,0,,False,0,ends,,0,,0,16,4843,1,1,0,29,1,48,0,4,3,282,history_ends16_width015,[],22405.233409284985,0,0.0,False,0,415.0697786,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,17,4,4,1,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,257,6226.046679,40.0,constant,0.08655462501337752
19,2,True,0,19,4,4,0,edge__smooth__69,edge__smooth,11,26,15,15,285,bounded_transverse_width,,arc,54,0.06607599999999891,15,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,1556,0,0,0,26,6,0,0,3,3,268,history_arc8_width015,[],22284.78846312378,0,0.0,False,0,407.8638459333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,12,2,5,7,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,246,6117.957689,40.0,constant,0.06617083301534876
6,0,True,0,6,2,2,0,edge__smooth__69,edge__smooth,13,65,15,15,251,bounded_transverse_width,,locked,43,0.05425699999999978,15,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,1043,0,0,0,65,3,0,0,2,2,234,history_locked8_width015,[],20489.31792670537,0,0.0,False,0,370.39090546666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,16,9,31,3,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,213,5555.863582,40.0,constant,0.054311041021719575
14,3,True,0,14,3,4,0,edge__smooth__69,edge__smooth,12,29,16,15,300,bounded_transverse_width,,base,0,0.04721699999999984,15,,0,0,,False,0,first,1158,0,9,0,8,1183,1,1,0,29,1,48,0,4,3,282,batch_history_first8_width015,[],22405.233409284985,0,0.0,False,0,415.0697786,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,17,4,4,1,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,257,6226.046679,40.0,constant,0.047234583005774766
14,3,True,0,14,3,4,0,edge__smooth__69,edge__smooth,12,29,16,15,300,bounded_transverse_width,,base,0,0.05273000000000039,15,,0,0,,False,0,recent,1165,0,13,0,8,1183,1,1,0,29,1,48,0,4,3,282,batch_history_recent8_width015,[],22405.233409284985,0,0.0,False,0,415.0697786,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,17,4,4,1,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,257,6226.046679,40.0,constant,0.05276837496785447
14,3,True,0,14,3,4,0,edge__smooth__69,edge__smooth,12,29,16,15,300,bounded_transverse_width,,base,0,0.06703700000000268,15,,0,0,,False,0,ends,4841,0,15,0,16,4843,1,1,0,29,1,48,0,4,3,282,batch_history_ends16_width015,[],22405.233409284985,0,0.0,False,0,415.0697786,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,17,4,4,1,26,15,ordinary,22,full_coverage_and_all_discovered_cleared,257,6226.046679,40.0,constant,0.06712858297396451
19,2,True,0,19,4,4,0,edge__smooth__69,edge__smooth,11,26,15,15,285,bounded_transverse_width,,arc,54,0.05958599999999947,15,cached_distance_prefix_sum,0,0,,False,0,ends,1540,0,16,0,8,1556,0,0,0,26,6,0,0,3,3,268,batch_history_arc8_width015,[],22284.78846312378,0,0.0,False,0,407.8638459333333,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,0.5,12,2,5,7,32,15,ordinary,22,full_coverage_and_all_discovered_cleared,246,6117.957689,40.0,constant,0.059663542022462934
6,0,True,0,6,2,2,0,edge__smooth__69,edge__smooth,13,65,15,15,251,bounded_transverse_width,,locked,43,0.05056200000000288,15,cached_distance_prefix_sum,0,0,,True,0,ends,1013,0,24,0,8,1043,0,0,0,65,3,0,0,2,2,234,batch_history_locked8_width015,[],20489.31792670537,0,0.0,False,0,370.39090546666665,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18]",30.0,4,69,1.0,16,9,31,3,21,15,ordinary,22,full_coverage_and_all_discovered_cleared,213,5555.863582,40.0,constant,0.05060504097491503
10,1,True,0,10,3,5,0,edge__smooth__70,edge__smooth,7,0,12,10,336,bounded_transverse_width,,base,0,0.037523000000000195,10,,0,0,,False,0,first,,0,,0,8,711,3,2,0,0,2,41,0,3,3,322,history_first8_width015,[],20023.55755945756,0,0.0,False,0,596.771151,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,11,2,4,2,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,297,5967.71151,40.0,constant,0.03754837502492592
10,1,True,0,10,3,5,0,edge__smooth__70,edge__smooth,7,0,12,10,336,bounded_transverse_width,,base,0,0.04568700000000092,10,,0,0,,False,0,recent,,0,,0,8,711,3,2,0,0,2,41,0,3,3,322,history_recent8_width015,[],20023.55755945756,0,0.0,False,0,596.771151,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,11,2,4,2,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,297,5967.71151,40.0,constant,0.04577391699422151
10,1,True,0,10,3,5,0,edge__smooth__70,edge__smooth,7,0,12,10,336,bounded_transverse_width,,base,0,0.04658600000000135,10,,0,0,,False,0,ends,,0,,0,16,1393,3,2,0,0,2,41,0,3,3,322,history_ends16_width015,[],20023.55755945756,0,0.0,False,0,596.771151,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,11,2,4,2,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,297,5967.71151,40.0,constant,0.04664033296285197
16,2,True,0,16,4,4,0,edge__smooth__70,edge__smooth,6,0,10,10,336,bounded_transverse_width,,arc,46,0.047883999999999816,10,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,1138,3,2,0,0,4,0,0,4,3,324,history_arc8_width015,[],19089.393213302363,0,0.0,False,0,578.5878642,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,10,2,1,4,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,5785.878642,40.0,constant,0.04792408301727846
8,1,True,0,8,1,3,0,edge__smooth__70,edge__smooth,9,52,12,10,342,bounded_transverse_width,,locked,39,0.043669999999998765,10,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,835,0,0,0,52,2,0,0,3,3,328,history_locked8_width015,[],19975.62522777528,0,0.0,False,0,599.5125042,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,4,8,3,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,304,5995.125042,40.0,constant,0.043709666992072016
10,1,True,0,10,3,5,0,edge__smooth__70,edge__smooth,7,0,12,10,336,bounded_transverse_width,,base,0,0.03482599999999891,10,,0,0,,False,0,first,761,0,6,0,8,711,3,2,0,0,2,41,0,3,3,322,batch_history_first8_width015,[],20023.55755945756,0,0.0,False,0,596.771151,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,11,2,4,2,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,297,5967.71151,40.0,constant,0.034829167008865625
10,1,True,0,10,3,5,0,edge__smooth__70,edge__smooth,7,0,12,10,336,bounded_transverse_width,,base,0,0.037783999999998485,10,,0,0,,False,0,recent,761,0,5,0,8,711,3,2,0,0,2,41,0,3,3,322,batch_history_recent8_width015,[],20023.55755945756,0,0.0,False,0,596.771151,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,11,2,4,2,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,297,5967.71151,40.0,constant,0.03780779195949435
10,1,True,0,10,3,5,0,edge__smooth__70,edge__smooth,7,0,12,10,336,bounded_transverse_width,,base,0,0.0407010000000021,10,,0,0,,False,0,ends,1429,0,6,0,16,1393,3,2,0,0,2,41,0,3,3,322,batch_history_ends16_width015,[],20023.55755945756,0,0.0,False,0,596.771151,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,11,2,4,2,19,10,ordinary,22,full_coverage_and_all_discovered_cleared,297,5967.71151,40.0,constant,0.04072204197291285
16,2,True,0,16,4,4,0,edge__smooth__70,edge__smooth,6,0,10,10,336,bounded_transverse_width,,arc,46,0.04308200000000184,10,cached_distance_prefix_sum,0,0,,False,0,ends,1185,0,9,0,8,1138,3,2,0,0,4,0,0,4,3,324,batch_history_arc8_width015,[],19089.393213302363,0,0.0,False,0,578.5878642,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,0.5,10,2,1,4,24,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,5785.878642,40.0,constant,0.04314024996710941
8,1,True,0,8,1,3,0,edge__smooth__70,edge__smooth,9,52,12,10,342,bounded_transverse_width,,locked,39,0.04088600000000042,10,cached_distance_prefix_sum,0,0,,True,0,ends,814,0,19,0,8,835,0,0,0,52,2,0,0,3,3,328,batch_history_locked8_width015,[],19975.62522777528,0,0.0,False,0,599.5125042,"[2, 3, 5, 10, 11, 13, 15, 16, 19, 20]",30.0,4,70,1.0,4,8,3,2,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,304,5995.125042,40.0,constant,0.04091366595821455
15,2,True,0,15,2,2,0,edge__smooth__71,edge__smooth,10,17,12,12,338,bounded_transverse_width,,base,0,0.04596000000000089,12,,0,0,,False,0,first,,0,,0,8,1150,5,3,0,17,0,47,0,4,3,324,history_first8_width015,[],21828.58566484779,0,0.0,False,0,528.4764275,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,3,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6341.71713,40.0,constant,0.04602158296620473
15,2,True,0,15,2,2,0,edge__smooth__71,edge__smooth,10,17,12,12,338,bounded_transverse_width,,base,0,0.04980300000000071,12,,0,0,,False,0,recent,,0,,0,8,1150,5,3,0,17,0,47,0,4,3,324,history_recent8_width015,[],21828.58566484779,0,0.0,False,0,528.4764275,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,3,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6341.71713,40.0,constant,0.04987933300435543
15,2,True,0,15,2,2,0,edge__smooth__71,edge__smooth,10,17,12,12,338,bounded_transverse_width,,base,0,0.07119900000000001,12,,0,0,,False,0,ends,,0,,0,16,3846,10,8,0,17,0,47,0,4,3,324,history_ends16_width015,[],21828.58566484779,0,0.0,False,0,528.4764275,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,3,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6341.71713,40.0,constant,0.07126637501642108
15,2,True,0,15,2,2,0,edge__smooth__71,edge__smooth,10,17,12,12,338,bounded_transverse_width,,arc,47,0.05689899999999781,12,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,1782,5,3,0,17,0,0,0,4,3,324,history_arc8_width015,[],21828.58566484779,0,0.0,False,0,528.4764275,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,11,3,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6341.71713,40.0,constant,0.056949624966364354
17,4,True,0,17,0,1,1,edge__smooth__71,edge__smooth,12,39,13,12,315,bounded_transverse_width,,locked,48,0.05277300000000196,12,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,883,5,3,0,39,6,0,0,4,2,300,history_locked8_width015,[],21068.60431495111,0,0.0,False,0,504.47673875000004,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,8,11,26,6,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,277,6053.720865,40.0,constant,0.0528733329847455
15,2,True,0,15,2,2,0,edge__smooth__71,edge__smooth,10,17,12,12,338,bounded_transverse_width,,base,0,0.041534999999999656,12,,0,0,,False,0,first,1141,0,18,0,8,1150,5,3,0,17,0,47,0,4,3,324,batch_history_first8_width015,[],21828.58566484779,0,0.0,False,0,528.4764275,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,3,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6341.71713,40.0,constant,0.04158133396413177
15,2,True,0,15,2,2,0,edge__smooth__71,edge__smooth,10,17,12,12,338,bounded_transverse_width,,base,0,0.0452300000000001,12,,0,0,,False,0,recent,1150,0,18,0,8,1150,5,3,0,17,0,47,0,4,3,324,batch_history_recent8_width015,[],21828.58566484779,0,0.0,False,0,528.4764275,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,3,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6341.71713,40.0,constant,0.04525604104856029
15,2,True,0,15,2,2,0,edge__smooth__71,edge__smooth,10,17,12,12,338,bounded_transverse_width,,base,0,0.05667699999999698,12,,0,0,,False,0,ends,4025,0,28,0,16,3846,10,8,0,17,0,47,0,4,3,324,batch_history_ends16_width015,[],21828.58566484779,0,0.0,False,0,528.4764275,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,11,3,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6341.71713,40.0,constant,0.05672391603002325
15,2,True,0,15,2,2,0,edge__smooth__71,edge__smooth,10,17,12,12,338,bounded_transverse_width,,arc,47,0.05047700000000077,12,cached_distance_prefix_sum,0,0,,False,0,ends,1772,0,18,0,8,1782,5,3,0,17,0,0,0,4,3,324,batch_history_arc8_width015,[],21828.58566484779,0,0.0,False,0,528.4764275,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,0.5,11,3,0,0,25,12,ordinary,22,full_coverage_and_all_discovered_cleared,296,6341.71713,40.0,constant,0.050574167049489915
17,4,True,0,17,0,1,1,edge__smooth__71,edge__smooth,12,39,13,12,315,bounded_transverse_width,,locked,48,0.0496850000000002,12,cached_distance_prefix_sum,0,0,,True,0,ends,898,0,30,0,8,883,5,3,0,39,6,0,0,4,2,300,batch_history_locked8_width015,[],21068.60431495111,0,0.0,False,0,504.47673875000004,"[1, 2, 4, 5, 7, 9, 10, 13, 17, 18, 19, 20]",30.0,4,71,1.0,8,11,26,6,26,12,ordinary,22,full_coverage_and_all_discovered_cleared,277,6053.720865,40.0,constant,0.049720834009349346
7,0,True,0,7,1,3,0,edge__adversarial-positive__67,edge__adversarial-positive,9,27,12,10,326,bounded_transverse_width,,base,0,0.0391939999999984,10,,0,0,,False,0,first,,0,,0,8,510,4,1,0,27,1,39,0,2,2,312,history_first8_width015,[],21110.44544427973,0,0.0,False,0,613.1089089,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,6,2,2,1,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6131.089089,40.0,constant,0.03919658297672868
7,0,True,0,7,1,3,0,edge__adversarial-positive__67,edge__adversarial-positive,9,27,12,10,326,bounded_transverse_width,,base,0,0.0416489999999996,10,,0,0,,False,0,recent,,0,,0,8,510,4,1,0,27,1,39,0,2,2,312,history_recent8_width015,[],21110.44544427973,0,0.0,False,0,613.1089089,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,6,2,2,1,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6131.089089,40.0,constant,0.04169395798817277
7,0,True,0,7,1,3,0,edge__adversarial-positive__67,edge__adversarial-positive,9,27,12,10,326,bounded_transverse_width,,base,0,0.05033600000000149,10,,0,0,,False,0,ends,,0,,0,16,1533,4,1,0,27,1,39,0,2,2,312,history_ends16_width015,[],21110.44544427973,0,0.0,False,0,613.1089089,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,6,2,2,1,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6131.089089,40.0,constant,0.050354667007923126
13,0,True,0,13,3,3,0,edge__adversarial-positive__67,edge__adversarial-positive,7,14,10,10,355,bounded_transverse_width,,arc,45,0.0445949999999975,10,cached_distance_prefix_sum,0,0,,False,0,ends,,0,,0,8,923,0,0,0,14,2,0,0,3,3,343,history_arc8_width015,[],21335.194859448762,0,0.0,False,0,635.3038971,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,3,0,1,2,23,10,ordinary,22,full_coverage_and_all_discovered_cleared,321,6353.038971,40.0,constant,0.04466999997384846
10,0,True,0,10,0,3,0,edge__adversarial-positive__67,edge__adversarial-positive,10,47,13,10,334,bounded_transverse_width,,locked,42,0.047681999999998226,10,cached_distance_prefix_sum,0,0,,True,0,ends,,0,,0,8,1070,0,0,0,47,4,0,0,2,2,319,history_locked8_width015,[],19501.03534828814,0,0.0,False,0,585.2207068,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,4,19,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,5852.207068,40.0,constant,0.0478603329975158
7,0,True,0,7,1,3,0,edge__adversarial-positive__67,edge__adversarial-positive,9,27,12,10,326,bounded_transverse_width,,base,0,0.037728000000001316,10,,0,0,,False,0,first,490,0,20,0,8,510,4,1,0,27,1,39,0,2,2,312,batch_history_first8_width015,[],21110.44544427973,0,0.0,False,0,613.1089089,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,6,2,2,1,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6131.089089,40.0,constant,0.037745790963526815
7,0,True,0,7,1,3,0,edge__adversarial-positive__67,edge__adversarial-positive,9,27,12,10,326,bounded_transverse_width,,base,0,0.040060999999997904,10,,0,0,,False,0,recent,489,0,22,0,8,510,4,1,0,27,1,39,0,2,2,312,batch_history_recent8_width015,[],21110.44544427973,0,0.0,False,0,613.1089089,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,6,2,2,1,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6131.089089,40.0,constant,0.040082708990667015
7,0,True,0,7,1,3,0,edge__adversarial-positive__67,edge__adversarial-positive,9,27,12,10,326,bounded_transverse_width,,base,0,0.044888999999997736,10,,0,0,,False,0,ends,1488,0,25,0,16,1533,4,1,0,27,1,39,0,2,2,312,batch_history_ends16_width015,[],21110.44544427973,0,0.0,False,0,613.1089089,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,6,2,2,1,17,10,ordinary,22,full_coverage_and_all_discovered_cleared,293,6131.089089,40.0,constant,0.04491862503346056
13,0,True,0,13,3,3,0,edge__adversarial-positive__67,edge__adversarial-positive,7,14,10,10,355,bounded_transverse_width,,arc,45,0.042124999999998636,10,cached_distance_prefix_sum,0,0,,False,0,ends,914,0,9,0,8,923,0,0,0,14,2,0,0,3,3,343,batch_history_arc8_width015,[],21335.194859448762,0,0.0,False,0,635.3038971,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,0.5,3,0,1,2,23,10,ordinary,22,full_coverage_and_all_discovered_cleared,321,6353.038971,40.0,constant,0.04220725002232939
10,0,True,0,10,0,3,0,edge__adversarial-positive__67,edge__adversarial-positive,10,47,13,10,334,bounded_transverse_width,,locked,42,0.04279999999999973,10,cached_distance_prefix_sum,0,0,,True,0,ends,1053,0,15,0,8,1070,0,0,0,47,4,0,0,2,2,319,batch_history_locked8_width015,[],19501.03534828814,0,0.0,False,0,585.2207068,"[4, 5, 7, 8, 9, 10, 14, 15, 18, 19]",30.0,4,67,1.0,9,4,19,4,20,10,ordinary,22,full_coverage_and_all_discovered_cleared,298,5852.207068,40.0,constant,0.04283029196085408
