active_measurements,active_no_signal,all_cleared,bracket_cut_inconsistencies,bracket_measurements,bracket_optical_success,bracket_optical_trials,bracket_pair_cuts,case_id,category,certified_clears,certified_range_scan_skips,clear_calls,cleared,commands,completion_proxy_weight,configured_angle_schedule,configured_probe_angle_deg,coupled_dispatch_model,coupled_route_plans,cpu_s,discovered_channels,dispatch_implementation,early_optical_success,early_optical_trials,expanded_sensing_candidates,failure,faithful_attempt_memory_updates,faithful_nonstationary_retained,faithful_stationary_skips,fixed_scan_order,forced_continuations,historical_anchor_mode,historical_cache_evictions,historical_inconsistent_cuts,historical_negative_limit,historical_pair_checks,historical_pair_cuts,historical_pair_updates,inconsistent_updates,inferred_negative_memory_updates,initialization_s,interrupted_channels,joint_route_solves,known_upper_bound_skips,maximum_source_primary_rf,maximum_source_rounds,measurements,method,missed_channels,move_m,optical_fallback_calls,optical_local_move_saved_m,optical_max_cover_radius,optical_position_adjustments,outer_priority_used,packet_fallbacks,per_source_s,policy_cleared_channels,probe_angle_cap_deg,problem,seed,service_entry_weight,shared_known_measurements,shared_negative_cooldown_skips,skipped_precise_measurements,source_interruptions,source_packets,sources,split,stations_visited,stop_reason,switches,total_virtual_s,transverse_target_m,transverse_width_rule,uniform_area_ranking_prior,wall_s
8,0,True,0,0,0,0,0,edge__adversarial-negative__131,edge__adversarial-negative,4,,14,12,139,1.0,,,,,0.022074999999997402,12,,8,10,False,,,,,,,,,,,,,,0,,6.88339932821691e-05,,19,0,,,123,area_return1_7,[],12488.629240971743,0,33.90772778002287,0.0,4,,,274.56048749999997,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,,11,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,116,3294.72585,,,True,0.022078124980907887
8,0,True,0,0,0,0,0,edge__adversarial-negative__131,edge__adversarial-negative,4,0,14,12,139,1.0,,,base,0,0.02212600000000009,12,,8,10,False,,,,,False,,,,,,,,,0,0,7.054203888401389e-05,,19,0,,,123,range_area7,[],12488.629240971743,0,33.90772778002287,0.0,4,,,274.56048749999997,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,1.0,11,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,116,3294.72585,,,True,0.02217875001952052
8,0,True,0,0,0,0,0,edge__adversarial-negative__131,edge__adversarial-negative,4,0,14,12,139,1.0,,,base,0,0.022200999999999027,12,,8,10,False,,0,0,0,False,,,,,,,,,0,0,7.18749943189323e-05,,19,0,,,123,faithful_area7,[],12488.629240971743,0,33.90772778002287,0.0,4,,,274.56048749999997,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,1.0,11,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,116,3294.72585,,,True,0.022200707986485213
23,0,True,,,,,,edge__adversarial-negative__132,edge__adversarial-negative,13,,13,13,153,,,,,,0.201036000000002,13,,,,,,,,,,,,,,,,,,0,,6.308301817625761e-05,,,,,,138,peer_layout9_proxy,[],18386.155144833843,0,,0.0,,,,350.5562330769231,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",,3,132,,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,125,4557.23103,,,,0.20113683299859986
12,0,True,0,0,0,0,0,edge__adversarial-negative__132,edge__adversarial-negative,7,,18,13,152,1.0,,,,,0.02901000000000309,13,,6,11,False,,,,,,,,,,,,,,0,,6.87920255586505e-05,,20,0,,,132,area_return1_7,[],13028.030687586974,0,57.558514250686414,0.0,7,,,267.04662592307693,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",,3,132,,15,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,126,3471.606137,,,True,0.029020125046372414
12,0,True,0,0,0,0,0,edge__adversarial-negative__132,edge__adversarial-negative,7,8,18,13,144,1.0,,,base,0,0.028774000000002076,13,,6,11,False,,,,,False,,,,,,,,,0,0,7.454201113432646e-05,,20,0,,,124,range_area7,[],13028.030687586974,0,57.558514250686414,0.0,7,,,263.35431823076925,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",,3,132,1.0,15,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,118,3423.606137,,,True,0.028788709023501724
12,0,True,0,0,0,0,0,edge__adversarial-negative__132,edge__adversarial-negative,7,8,18,13,144,1.0,,,base,0,0.028821999999998127,13,,6,11,False,,8,0,8,False,,,,,,,,,0,0,7.341697346419096e-05,,20,0,,,124,faithful_area7,[],13028.030687586974,0,57.558514250686414,0.0,7,,,263.35431823076925,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",,3,132,1.0,15,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,118,3423.606137,,,True,0.0288323339773342
22,0,True,,,,,,edge__adversarial-negative__133,edge__adversarial-negative,13,,13,13,158,,,,,,0.19428200000000118,13,,,,,,,,,,,,,,,,,,0,,7.008400280028582e-05,,,,,,143,peer_layout9_proxy,[],15631.400733175897,0,,0.0,,,,310.56001123076925,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,133,,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,131,4037.280146,,,,0.19438008300494403
7,0,True,0,0,0,0,0,edge__adversarial-negative__133,edge__adversarial-negative,5,,13,13,135,1.0,,,,,0.023953000000002334,13,,8,8,False,,,,,,,,,,,,,,0,,7.670803461223841e-05,,20,0,,,120,area_return1_7,[],13094.46733059061,0,49.13489806995482,0.0,5,,,261.22257415384615,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,133,,13,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,112,3395.893464,,,True,0.02395437500672415
7,0,True,0,0,0,0,0,edge__adversarial-negative__133,edge__adversarial-negative,5,0,13,13,135,1.0,,,base,0,0.024026000000002767,13,,8,8,False,,,,,False,,,,,,,,,0,0,6.987503729760647e-05,,20,0,,,120,range_area7,[],13094.46733059061,0,49.13489806995482,0.0,5,,,261.22257415384615,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,133,1.0,13,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,112,3395.893464,,,True,0.024042624980211258
7,0,True,0,0,0,0,0,edge__adversarial-negative__133,edge__adversarial-negative,5,0,13,13,135,1.0,,,base,0,0.023851999999997986,13,,8,8,False,,0,0,0,False,,,,,,,,,0,0,7.449998520314693e-05,,20,0,,,120,faithful_area7,[],13094.46733059061,0,49.13489806995482,0.0,5,,,261.22257415384615,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,133,1.0,13,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,112,3395.893464,,,True,0.023871583049185574
26,0,True,,,,,,edge__adversarial-negative__134,edge__adversarial-negative,13,,13,13,155,,,,,,0.2308419999999991,13,,,,,,,,,,,,,,,,,,0,,6.858399137854576e-05,,,,,,140,peer_layout9_proxy,[],18772.61477313353,0,,0.0,,,,357.194073,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",,3,134,,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,124,4643.522949,,,,0.23103979195002466
11,0,True,0,0,0,0,0,edge__adversarial-negative__134,edge__adversarial-negative,7,,17,13,143,1.0,,,,,0.025259999999999394,13,,6,10,False,,,,,,,,,,,,,,0,,7.095799082890153e-05,,20,0,,,124,area_return1_7,[],13468.135828048504,0,40.27745611694244,0.0,7,,,269.66362823076923,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",,3,134,,12,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,115,3505.627167,,,True,0.02526895795017481
11,0,True,0,0,0,0,0,edge__adversarial-negative__134,edge__adversarial-negative,7,0,17,13,143,1.0,,,base,0,0.025583999999998497,13,,6,10,False,,,,,False,,,,,,,,,0,0,7.245899178087711e-05,,20,0,,,124,range_area7,[],13468.135828048504,0,40.27745611694244,0.0,7,,,269.66362823076923,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",,3,134,1.0,12,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,115,3505.627167,,,True,0.025617459032218903
11,0,True,0,0,0,0,0,edge__adversarial-negative__134,edge__adversarial-negative,7,0,17,13,143,1.0,,,base,0,0.025756000000001222,13,,6,10,False,,0,0,0,False,,,,,,,,,0,0,0.00016350002260878682,,20,0,,,124,faithful_area7,[],13468.135828048504,0,40.27745611694244,0.0,7,,,269.66362823076923,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",,3,134,1.0,12,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,115,3505.627167,,,True,0.02576804195996374
24,0,True,,,,,,edge__adversarial-negative__135,edge__adversarial-negative,15,,15,15,144,,,,,,0.21229999999999905,15,,,,,,,,,,,,,,,,,,0,,6.72080204822123e-05,,,,,,127,peer_layout9_proxy,[],19165.61356278425,0,,0.0,,,,310.60818086666666,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,3,135,,,,,,,15,ordinary,9,full_coverage_and_all_discovered_cleared,116,4659.122713,,,,0.21243333298480138
10,0,True,0,0,0,0,0,edge__adversarial-negative__135,edge__adversarial-negative,8,,20,15,154,1.0,,,,,0.02801600000000093,15,,7,12,False,,,,,,,,,,,,,,0,,6.691599264740944e-05,,22,0,,,132,area_return1_7,[],12330.261084798893,0,68.61683398215892,0.0,8,,,222.67014793333334,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,3,135,,22,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,124,3340.052219,,,True,0.028025707986671478
10,0,True,0,0,0,0,0,edge__adversarial-negative__135,edge__adversarial-negative,8,0,20,15,154,1.0,,,base,0,0.027912000000000603,15,,7,12,False,,,,,False,,,,,,,,,0,0,8.220801828429103e-05,,22,0,,,132,range_area7,[],12330.261084798893,0,68.61683398215892,0.0,8,,,222.67014793333334,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,3,135,1.0,22,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,124,3340.052219,,,True,0.027944167028181255
10,0,True,0,0,0,0,0,edge__adversarial-negative__135,edge__adversarial-negative,8,0,20,15,154,1.0,,,base,0,0.028134000000001436,15,,7,12,False,,0,0,0,False,,,,,,,,,0,0,7.708399789407849e-05,,22,0,,,132,faithful_area7,[],12330.261084798893,0,68.61683398215892,0.0,8,,,222.67014793333334,"[1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20]",,3,135,1.0,22,,0,,,15,ordinary,7,full_coverage_and_all_discovered_cleared,124,3340.052219,,,True,0.028134917025454342
24,0,True,,,,,,edge__adversarial-negative__136,edge__adversarial-negative,14,,14,14,162,,,,,,0.21711400000000225,14,,,,,,,,,,,,,,,,,,0,,7.47920130379498e-05,,,,,,146,peer_layout9_proxy,[],18150.16683392637,0,,0.0,,,,325.8595264285714,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",,3,136,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,132,4562.03337,,,,0.21729112503817305
8,0,True,0,0,0,0,0,edge__adversarial-negative__136,edge__adversarial-negative,6,,16,14,145,1.0,,,,,0.025770999999998878,14,,8,10,False,,,,,,,,,,,,,,0,,6.791698979213834e-05,,21,0,,,127,area_return1_7,[],13221.166620119591,0,55.508339672521124,0.0,5,,,248.23095164285715,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",,3,136,,16,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,120,3475.233323,,,True,0.025793290988076478
8,0,True,0,0,0,0,0,edge__adversarial-negative__136,edge__adversarial-negative,6,4,16,14,141,1.0,,,base,0,0.025240999999997626,14,,8,10,False,,,,,False,,,,,,,,,0,0,7.212499622255564e-05,,21,0,,,123,range_area7,[],13221.166620119591,0,55.508339672521124,0.0,5,,,246.58809449999998,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",,3,136,1.0,16,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,117,3452.233323,,,True,0.02524416596861556
8,0,True,0,0,0,0,0,edge__adversarial-negative__136,edge__adversarial-negative,6,3,16,14,142,1.0,,,base,0,0.02537500000000037,14,,8,10,False,,3,1,3,False,,,,,,,,,0,0,7.220800034701824e-05,,21,0,,,124,faithful_area7,[],13221.166620119591,0,55.508339672521124,0.0,5,,,246.94523735714284,"[1, 2, 3, 4, 7, 8, 11, 12, 13, 14, 16, 17, 18, 20]",,3,136,1.0,16,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,117,3457.233323,,,True,0.02537475002463907
19,0,True,,,,,,edge__adversarial-spatial__127,edge__adversarial-spatial,10,,10,10,174,,,,,,0.17836300000000094,10,,,,,,,,,,,,,,,,,,0,,0.00013695802772417665,,,,,,162,peer_layout9_proxy,[],14498.42796534951,0,,0.0,,,,390.8685595,"[1, 4, 5, 7, 14, 15, 17, 18, 19, 20]",,3,127,,,,,,,10,ordinary,9,full_coverage_and_all_discovered_cleared,149,3908.685595,,,,0.17846408300101757
8,0,True,0,0,0,0,0,edge__adversarial-spatial__127,edge__adversarial-spatial,6,,11,10,139,1.0,,,,,0.019284999999999997,10,,4,5,False,,,,,,,,,,,,,,0,,8.066697046160698e-05,,17,0,,,126,area_return1_7,[],12424.551302024773,0,56.42401677593055,0.0,6,,,328.7910262,"[1, 4, 5, 7, 14, 15, 17, 18, 19, 20]",,3,127,,7,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,120,3287.910262,,,True,0.01928450004197657
8,0,True,0,0,0,0,0,edge__adversarial-spatial__127,edge__adversarial-spatial,6,0,11,10,139,1.0,,,base,0,0.019133000000000067,10,,4,5,False,,,,,False,,,,,,,,,0,0,6.383296567946672e-05,,17,0,,,126,range_area7,[],12424.551302024773,0,56.42401677593055,0.0,6,,,328.7910262,"[1, 4, 5, 7, 14, 15, 17, 18, 19, 20]",,3,127,1.0,7,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,120,3287.910262,,,True,0.019152791996020824
8,0,True,0,0,0,0,0,edge__adversarial-spatial__127,edge__adversarial-spatial,6,0,11,10,139,1.0,,,base,0,0.019643000000002075,10,,4,5,False,,0,0,0,False,,,,,,,,,0,0,7.587502477690578e-05,,17,0,,,126,faithful_area7,[],12424.551302024773,0,56.42401677593055,0.0,6,,,328.7910262,"[1, 4, 5, 7, 14, 15, 17, 18, 19, 20]",,3,127,1.0,7,,0,,,10,ordinary,7,full_coverage_and_all_discovered_cleared,120,3287.910262,,,True,0.019642375002149493
29,0,True,,,,,,edge__adversarial-spatial__128,edge__adversarial-spatial,16,,16,16,160,,,,,,0.2535929999999986,16,,,,,,,,,,,,,,,,,,0,,6.804196164011955e-05,,,,,,142,peer_layout9_proxy,[],18848.70113027789,0,,0.0,,,,292.8587640625,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,128,,,,,,,16,ordinary,8,public_upper_bound_16,126,4685.740225,,,,0.25378458300838247
12,0,True,0,0,0,0,0,edge__adversarial-spatial__128,edge__adversarial-spatial,12,,21,16,153,1.0,,,,,0.034520999999998025,16,,4,9,False,,,,,,,,,,,,,,0,,7.591600297018886e-05,,22,1,,,130,area_return1_7,[],13570.985244990898,0,132.23108888102507,0.0,12,,,223.6998155,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,128,,26,,4,,,16,ordinary,6,public_upper_bound_16,120,3579.197048,,,True,0.03453729103785008
12,0,True,0,0,0,0,0,edge__adversarial-spatial__128,edge__adversarial-spatial,12,0,21,16,153,1.0,,,base,0,0.03436099999999698,16,,4,9,False,,,,,False,,,,,,,,,0,0,6.783398566767573e-05,,22,1,,,130,range_area7,[],13570.985244990898,0,132.23108888102507,0.0,12,,,223.6998155,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,128,1.0,26,,4,,,16,ordinary,6,public_upper_bound_16,120,3579.197048,,,True,0.03436958399834111
12,0,True,0,0,0,0,0,edge__adversarial-spatial__128,edge__adversarial-spatial,12,0,21,16,153,1.0,,,base,0,0.03432600000000008,16,,4,9,False,,0,0,0,False,,,,,,,,,0,0,8.341600187122822e-05,,22,1,,,130,faithful_area7,[],13570.985244990898,0,132.23108888102507,0.0,12,,,223.6998155,"[1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20]",,3,128,1.0,26,,4,,,16,ordinary,6,public_upper_bound_16,120,3579.197048,,,True,0.03433649998623878
21,0,True,,,,,,edge__adversarial-spatial__129,edge__adversarial-spatial,14,,14,14,157,,,,,,0.18195799999999807,14,,,,,,,,,,,,,,,,,,0,,6.862496957182884e-05,,,,,,141,peer_layout9_proxy,[],16202.133806643416,0,,0.0,,,,296.24476885714284,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 18, 19]",,3,129,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,132,4147.426764,,,,0.1820405829930678
16,0,True,0,0,0,0,0,edge__adversarial-spatial__129,edge__adversarial-spatial,12,,21,14,151,1.0,,,,,0.03183499999999739,14,,2,9,False,,,,,,,,,,,,,,0,,6.708299042657018e-05,,21,0,,,128,area_return1_7,[],12697.422085722917,0,123.12839381048394,0.0,12,,,241.6774582142857,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 18, 19]",,3,129,,19,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,113,3383.484415,,,True,0.031865166034549475
16,0,True,0,0,0,0,0,edge__adversarial-spatial__129,edge__adversarial-spatial,12,0,21,14,151,1.0,,,base,0,0.03184100000000001,14,,2,9,False,,,,,False,,,,,,,,,0,0,7.666595047339797e-05,,21,0,,,128,range_area7,[],12697.422085722917,0,123.12839381048394,0.0,12,,,241.6774582142857,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 18, 19]",,3,129,1.0,19,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,113,3383.484415,,,True,0.03186554095009342
16,0,True,0,0,0,0,0,edge__adversarial-spatial__129,edge__adversarial-spatial,12,0,21,14,151,1.0,,,base,0,0.03172999999999959,14,,2,9,False,,0,0,0,False,,,,,,,,,0,0,8.112500654533505e-05,,21,0,,,128,faithful_area7,[],12697.422085722917,0,123.12839381048394,0.0,12,,,241.6774582142857,"[2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 16, 17, 18, 19]",,3,129,1.0,19,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,113,3383.484415,,,True,0.03175179101526737
23,0,True,,,,,,edge__adversarial-spatial__130,edge__adversarial-spatial,14,,14,14,149,,,,,,0.20417099999999877,14,,,,,,,,,,,,,,,,,,0,,7.583299884572625e-05,,,,,,133,peer_layout9_proxy,[],19131.594020901786,0,,0.0,,,,334.451343,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 15, 17, 18, 19, 20]",,3,130,,,,,,,14,ordinary,9,full_coverage_and_all_discovered_cleared,121,4682.318802,,,,0.20442520797951147
12,0,True,0,0,0,0,0,edge__adversarial-spatial__130,edge__adversarial-spatial,11,,20,14,161,1.0,,,,,0.027068000000003423,14,,3,9,False,,,,,,,,,,,,,,0,,6.620801286771894e-05,,21,0,,,139,area_return1_7,[],13203.145169870959,0,78.21728576465743,0.0,11,,,253.9020739285714,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 15, 17, 18, 19, 20]",,3,130,,15,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,131,3554.629035,,,True,0.027083540975581855
12,0,True,0,0,0,0,0,edge__adversarial-spatial__130,edge__adversarial-spatial,11,2,20,14,159,1.0,,,base,0,0.02744600000000119,14,,3,9,False,,,,,False,,,,,,,,,0,0,8.304102811962366e-05,,21,0,,,137,range_area7,[],13203.145169870959,0,78.21728576465743,0.0,11,,,253.04493107142858,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 15, 17, 18, 19, 20]",,3,130,1.0,15,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,129,3542.629035,,,True,0.0275069170165807
12,0,True,0,0,0,0,0,edge__adversarial-spatial__130,edge__adversarial-spatial,11,2,20,14,159,1.0,,,base,0,0.026690999999999576,14,,3,9,False,,2,0,2,False,,,,,,,,,0,0,7.154099876061082e-05,,21,0,,,137,faithful_area7,[],13203.145169870959,0,78.21728576465743,0.0,11,,,253.04493107142858,"[1, 2, 4, 5, 6, 9, 10, 12, 14, 15, 17, 18, 19, 20]",,3,130,1.0,15,,0,,,14,ordinary,7,full_coverage_and_all_discovered_cleared,129,3542.629035,,,True,0.02669095800956711
21,0,True,,,,,,edge__adversarial-spatial__131,edge__adversarial-spatial,12,,12,12,162,,,,,,0.18343100000000234,12,,,,,,,,,,,,,,,,,,0,,7.454201113432646e-05,,,,,,148,peer_layout9_proxy,[],16545.15771714456,0,,0.0,,,,353.66929550000003,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,,,,,,,12,ordinary,9,full_coverage_and_all_discovered_cleared,135,4244.031546,,,,0.18357583304168656
11,0,True,0,0,0,0,0,edge__adversarial-spatial__131,edge__adversarial-spatial,10,,17,12,145,1.0,,,,,0.023527999999998883,12,,2,7,False,,,,,,,,,,,,,,0,,7.616699440404773e-05,,19,0,,,126,area_return1_7,[],12541.25025422101,0,80.31340169794127,0.0,10,,,277.7708375,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,,11,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,120,3333.25005,,,True,0.02352812502067536
11,0,True,0,0,0,0,0,edge__adversarial-spatial__131,edge__adversarial-spatial,10,0,17,12,145,1.0,,,base,0,0.023301000000000016,12,,2,7,False,,,,,False,,,,,,,,,0,0,7.212499622255564e-05,,19,0,,,126,range_area7,[],12541.25025422101,0,80.31340169794127,0.0,10,,,277.7708375,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,1.0,11,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,120,3333.25005,,,True,0.02332833397667855
11,0,True,0,0,0,0,0,edge__adversarial-spatial__131,edge__adversarial-spatial,10,0,17,12,145,1.0,,,base,0,0.023462000000002092,12,,2,7,False,,0,0,0,False,,,,,,,,,0,0,7.408298552036285e-05,,19,0,,,126,faithful_area7,[],12541.25025422101,0,80.31340169794127,0.0,10,,,277.7708375,"[1, 2, 3, 6, 7, 10, 12, 13, 16, 17, 19, 20]",,3,131,1.0,11,,0,,,12,ordinary,7,full_coverage_and_all_discovered_cleared,120,3333.25005,,,True,0.02348437497857958
24,0,True,,,,,,edge__adversarial-spatial__132,edge__adversarial-spatial,13,,13,13,154,,,,,,0.21132599999999968,13,,,,,,,,,,,,,,,,,,0,,7.075001485645771e-05,,,,,,139,peer_layout9_proxy,[],18511.80339482872,0,,0.0,,,,352.8738983846154,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",,3,132,,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,125,4587.360679,,,,0.21150362503249198
15,0,True,0,0,0,0,0,edge__adversarial-spatial__132,edge__adversarial-spatial,11,,18,13,156,1.0,,,,,0.03264400000000123,13,,2,7,False,,,,,,,,,,,,,,0,,7.466698298230767e-05,,20,0,,,136,area_return1_7,[],13277.062886233402,0,142.3351479342184,0.0,11,,,272.57019838461537,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",,3,132,,16,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,128,3543.412579,,,True,0.03266374999657273
15,0,True,0,0,0,0,0,edge__adversarial-spatial__132,edge__adversarial-spatial,11,8,18,13,148,1.0,,,base,0,0.03274499999999847,13,,2,7,False,,,,,False,,,,,,,,,0,0,7.700000423938036e-05,,20,0,,,128,range_area7,[],13277.062886233402,0,142.3351479342184,0.0,11,,,268.8778906923077,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",,3,132,1.0,16,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,120,3495.412579,,,True,0.03278929099906236
15,0,True,0,0,0,0,0,edge__adversarial-spatial__132,edge__adversarial-spatial,11,8,18,13,148,1.0,,,base,0,0.03257199999999827,13,,2,7,False,,8,0,8,False,,,,,,,,,0,0,7.866602391004562e-05,,20,0,,,128,faithful_area7,[],13277.062886233402,0,142.3351479342184,0.0,11,,,268.8778906923077,"[1, 2, 4, 5, 6, 8, 9, 13, 14, 15, 16, 18, 20]",,3,132,1.0,16,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,120,3495.412579,,,True,0.03258433396695182
20,0,True,,,,,,edge__adversarial-spatial__133,edge__adversarial-spatial,13,,13,13,156,,,,,,0.1695820000000019,13,,,,,,,,,,,,,,,,,,0,,8.141598664224148e-05,,,,,,141,peer_layout9_proxy,[],15601.166187242734,0,,0.0,,,,309.32563384615383,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,133,,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,131,4021.23324,,,,0.16969341703224927
12,0,True,0,0,0,0,0,edge__adversarial-spatial__133,edge__adversarial-spatial,9,,17,13,142,1.0,,,,,0.025573999999998875,13,,4,8,False,,,,,,,,,,,,,,0,,7.095799082890153e-05,,20,0,,,123,area_return1_7,[],13031.896532620902,0,115.16066863122882,0.0,9,,,262.33686984615383,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,133,,11,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,112,3410.379308,,,True,0.025609125033952296
12,0,True,0,0,0,0,0,edge__adversarial-spatial__133,edge__adversarial-spatial,9,0,17,13,142,1.0,,,base,0,0.02575000000000216,13,,4,8,False,,,,,False,,,,,,,,,0,0,0.0001027500256896019,,20,0,,,123,range_area7,[],13031.896532620902,0,115.16066863122882,0.0,9,,,262.33686984615383,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,133,1.0,11,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,112,3410.379308,,,True,0.025800958974286914
12,0,True,0,0,0,0,0,edge__adversarial-spatial__133,edge__adversarial-spatial,9,0,17,13,142,1.0,,,base,0,0.025482000000000227,13,,4,8,False,,0,0,0,False,,,,,,,,,0,0,8.700002217665315e-05,,20,0,,,123,faithful_area7,[],13031.896532620902,0,115.16066863122882,0.0,9,,,262.33686984615383,"[1, 2, 4, 5, 11, 12, 13, 15, 16, 17, 18, 19, 20]",,3,133,1.0,11,,0,,,13,ordinary,7,full_coverage_and_all_discovered_cleared,112,3410.379308,,,True,0.02548187499633059
23,0,True,,,,,,edge__adversarial-spatial__134,edge__adversarial-spatial,13,,13,13,152,,,,,,0.20311399999999935,13,,,,,,,,,,,,,,,,,,0,,7.116596680134535e-05,,,,,,137,peer_layout9_proxy,[],18823.805348972623,0,,0.0,,,,356.8277743076923,"[1, 2, 4, 5, 7, 8, 10, 11, 13, 14, 17, 18, 19]",,3,134,,,,,,,13,ordinary,9,full_coverage_and_all_discovered_cleared,124,4638.761066,,,,0.20327512500807643
